Temperature (°C),Humidity (%),Wind Speed (m/s),Evapotranspiration (mm/day),Rainfall Pattern (mm),Soil Type,Soil Moisture Levels (%),Water Retention Capacity (%),"Drainage Properties (1=Poor, 5=Excellent)",Crop Type,Crop Water Requirement (mm/day),Growth Stage,Water Requirement (mm/day)
38.48747353910473,92.30138091192853,8.80086180511128,6.182448820426209,193.98628887513215,Silty,13.222166565380721,42.89358287118769,2,Cotton,11.208106225995964,Flowering,16.3
37.37068376069122,52.787813849468,6.669012190001346,9.760617605687804,11.631655010125176,Loamy,24.844638940903273,37.33972846647278,2,Wheat,6.850524034607465,Fruiting,17.46
29.94749947027713,61.9947267394774,11.28916643952337,1.2435458864240378,87.63493476819527,Clay,35.81498813559128,23.726599263364463,1,Rice,2.028068734399247,Seedling,2.32
38.04685587557792,58.17038139165466,14.504454154403668,7.551786901711492,107.36384841200466,Sandy,33.47010854846261,41.878702080438615,5,Rice,11.343814026607424,Fruiting,18.47
17.212312551297988,55.809909813241994,3.8234900618590197,8.349593718634626,158.0963557326728,Sandy,28.783596862746993,49.56983622165986,2,Cotton,4.685242267426075,Vegetative,11.45
19.89957156047863,82.01526154351245,2.5828867935457342,1.4785595800883882,24.225703414484244,Loamy,25.092521238109658,19.80169695113227,1,Maize,5.345417015330955,Vegetative,6.58
16.13068222276345,62.14151258155936,13.736785305729107,6.210726976146211,88.16159477103531,Sandy,27.101073295085634,24.503596233482167,2,Cotton,7.533799896213731,Flowering,13.93
23.133258269081608,45.33736976201729,10.199819623130903,8.217480642305034,59.94231390869047,Loamy,12.47627132405444,49.71593008448846,3,Wheat,4.170372271284858,Fruiting,12.55
24.71693224223705,40.65265341267826,6.850797312648506,6.049348527007655,62.40214313866801,Sandy,25.83176156317226,15.515302852217093,4,Soybean,11.598498281629768,Seedling,15.94
21.783725794347397,23.01978535739467,8.812263768832105,1.5743223136491997,155.75758321305017,Sandy,22.281655624747685,13.087510533046869,2,Soybean,3.2965816428164945,Vegetative,3.31
35.718437728798236,66.65561295064367,11.311401625055538,7.2410251680848035,1.0921890063666284,Silty,18.455206836280063,30.839646412316686,3,Maize,5.34031969069029,Fruiting,13.29
23.918833167339734,38.39691323208274,11.708962531232899,1.5453722320597776,149.81672826719324,Silty,36.07056809811619,28.7371641127053,4,Maize,11.618687438713991,Fruiting,11.67
22.023362742184517,31.850713761310647,13.838465621874986,8.357220055147947,162.07968602462125,Sandy,34.029550366147824,13.131549879165402,2,Maize,11.913700477754633,Fruiting,19.32
28.567402078956214,72.3063971062142,6.689220438986529,1.3873076497602495,180.2724487684138,Silty,7.685748091296139,21.601440920851264,5,Rice,8.415585613710299,Flowering,7.92
18.523105624369066,74.4967406257239,4.754458195281227,2.236576429093337,125.3763606460967,Loamy,39.500530455170896,26.75746653017894,4,Cotton,9.846384920218615,Flowering,11.03
35.054924518850996,80.17239138061328,9.775131868452707,3.4759683147094167,66.69106565444824,Peaty,13.049447104040885,42.88838486254546,3,Wheat,7.768960294501494,Flowering,11.14
16.863766091994272,60.28615170708732,6.528054539553191,6.7002831303472,85.44694650977414,Loamy,12.536878556966602,38.31369416615672,5,Cotton,6.642467604655232,Seedling,11.32
39.672173415012935,91.52436841631092,9.12167758226018,9.787231896681753,193.94721645748584,Silty,38.03356862108534,46.58106553838091,3,Wheat,5.455595578709119,Vegetative,13.3
34.306119232416435,94.90742027185823,6.589794077611278,2.06040567357941,176.23736528717043,Clay,20.568084978903393,23.29999747872211,2,Soybean,4.352941294103621,Vegetative,4.65
19.96789203835431,84.58967518339915,2.71843890683353,2.284369022925266,92.70518181988841,Sandy,33.18776462577965,22.375136900020017,3,Cotton,4.660492041228144,Flowering,6.29
15.13805292809006,70.84747856065498,7.306687899054897,4.319833570308823,188.61260142218447,Silty,15.087079765837338,28.527268031111475,1,Wheat,6.871814397142642,Flowering,9.79
35.386535711370854,44.29767628729509,10.518308418144976,8.52597223979788,164.5909750812918,Silty,35.560989061952895,10.301125476284941,3,Wheat,11.432789978573108,Fruiting,19.0
32.671433596190425,98.6355937296177,12.089615211180922,5.205078574757327,180.21797233195895,Silty,34.130666788000795,18.29280352327759,3,Soybean,10.700230154917126,Vegetative,14.1
33.22517920102469,41.93089337535507,7.653231013549929,3.894495402302395,136.5954469151842,Loamy,23.18175350658173,18.458844408644282,5,Cotton,5.273549097345883,Flowering,8.31
34.281758667148644,36.21255375923448,2.8959494080508135,6.050834489879751,171.530808692399,Sandy,29.67695859484608,12.443601324378202,3,Cotton,11.52089184904342,Fruiting,16.29
16.85111629335226,55.37232910292662,6.512971789916758,3.3447087770117503,178.35322826686516,Peaty,38.74098563529448,28.205227588947253,4,Rice,3.5756688877360494,Flowering,5.45
23.961643213606813,24.547245656991077,11.901261968204624,4.610439165227689,18.403316908134283,Silty,20.8215903974612,46.22080821226981,3,Cotton,7.431485927084097,Seedling,10.97
17.896726488128245,98.27955717374326,6.486459423947556,3.993446343088377,193.0433953321317,Clay,22.297170613459464,10.16121666137947,2,Soybean,8.894788000018455,Vegetative,10.96
36.57758564688984,67.07468451331398,10.599696507261223,8.237269201731813,66.72261975281266,Sandy,30.298131326083563,35.13658666849028,1,Wheat,11.418159923062996,Seedling,17.47
30.58245317068895,64.55616733313403,7.854598384332302,9.318301537942007,87.97990191667108,Peaty,18.524929622974412,45.17330871387294,1,Soybean,4.353529178359608,Flowering,14.48
23.27245062131623,72.46370239197759,3.997735314086252,7.836149729412207,158.38075183856307,Clay,38.6430403638251,14.300844104796408,3,Soybean,5.079920800835127,Flowering,12.58
16.588958757150593,59.76189182217653,12.044182366334578,4.951752184269852,132.97926111449954,Peaty,6.415251946024446,46.69033132511541,1,Soybean,3.169751141561245,Vegetative,6.79
22.774558042891556,22.565081367563327,1.721095084024962,5.539014797469974,178.61198248721146,Peaty,19.118226352686268,42.74086573859054,5,Cotton,5.362225435323087,Seedling,8.36
23.12958305066868,68.98490310723174,8.110909099949684,2.125663245364921,80.11475015535443,Sandy,29.984787346405678,18.582853796554804,1,Maize,10.376588549774889,Fruiting,11.83
33.2401544584516,77.29391015651444,3.5289199965293716,7.72178240021084,74.65763273523172,Loamy,20.028321903754755,46.21374302376636,2,Soybean,6.15956024450964,Fruiting,13.83
30.93893678388033,53.33992484992425,1.472451613849947,6.368281114555397,6.337769908263935,Clay,14.073701325629091,42.16063144995367,3,Wheat,11.88762139053996,Flowering,19.45
37.18031856440817,80.58364576569544,7.792542087707108,9.121959965236927,92.54507533393162,Silty,19.470895514522578,14.455563717418665,1,Rice,5.966473732143882,Vegetative,14.16
26.805373129048732,38.16010394707365,7.743651261056392,2.8055002921763785,144.81415406582175,Peaty,35.8530879161645,43.223977894212695,2,Cotton,9.177262500019491,Fruiting,10.67
17.98985614845754,37.70212728529472,10.750063074297952,7.837535097393509,60.235743525243215,Clay,24.145253838926877,31.68731754797511,1,Maize,5.997140898668004,Flowering,14.68
32.83111968057487,32.913359015005916,11.29888504925262,7.162044955472707,92.54530273476828,Sandy,16.72885674899166,42.638396340049866,2,Maize,4.383503373064815,Fruiting,11.24
34.019626215422434,49.75958078313295,11.052976586047004,3.3926098042877695,43.879553697055606,Clay,28.503304446168197,34.70659987465605,3,Soybean,3.7821459768221235,Seedling,6.15
29.031929939237408,87.76096283112668,6.4386016272929485,7.006407755867426,154.55756117429215,Silty,26.414577132341904,25.674280339258296,2,Wheat,3.7373045361055706,Seedling,8.11
34.27417949886403,86.23296497192514,9.659501914785157,9.319360425189846,12.10231226822942,Silty,24.615638538761935,34.045618781299844,1,Rice,8.459752322865484,Vegetative,17.66
27.344889909109767,50.6259366370803,8.865706018337423,9.26592388900407,141.07661100009966,Sandy,18.69050447608134,35.447229626541954,2,Maize,2.735603214453154,Vegetative,10.59
28.06832073454985,67.12949887841893,6.612645463695334,7.476639170645272,75.7880023489967,Clay,7.527010766740224,40.648245903476585,3,Cotton,8.384038906147957,Flowering,16.45
25.68852545896374,77.66530531799324,9.159584065696901,1.432658012806541,8.319213877424158,Loamy,26.72560232894071,43.22727034151036,2,Wheat,6.154482801425158,Seedling,7.23
15.63547816860238,39.29654197024184,14.235094212240806,8.850379035881453,170.69391745835716,Loamy,19.692606719384912,36.528426755121885,5,Cotton,8.630431050517679,Flowering,17.2
17.69728567483261,33.45128687157977,3.2969592833799717,6.920007463040859,97.54437263623304,Peaty,20.006743088890502,49.585928362720686,1,Soybean,2.221775345005406,Seedling,6.98
15.785729642168356,97.76767945698488,13.633695388890132,3.7939082786446097,119.86379392322581,Peaty,13.192815212048794,41.14203755388915,2,Rice,3.3766922184329324,Fruiting,6.23
30.91026028159451,69.40458505676948,1.2751049527563763,2.6852532553512938,146.40613830489139,Clay,13.729700014480951,46.4305999535501,5,Cotton,10.725032837737048,Fruiting,12.07
22.858899526908168,98.51325774669311,4.971643587074079,2.045834766975854,131.01488660023776,Peaty,32.561145683347,22.77977333458599,5,Rice,11.999119797687293,Seedling,12.59
27.71426727911757,47.020478970578324,4.678106104867159,1.452132093319849,146.17137416292232,Silty,21.777767840264815,22.64909728450359,4,Cotton,10.421168389745347,Flowering,10.41
37.689161848152324,76.24253599793052,9.582294064273134,7.786929231556808,152.45633691557154,Sandy,8.825426822267627,24.493403048654724,2,Maize,3.2571039631944503,Flowering,10.77
21.232305728721872,37.80829092329902,2.4027618007707097,3.122586990489478,117.83030611292217,Peaty,6.604783771267827,27.588651573588763,4,Maize,4.0122280945608235,Flowering,6.35
25.259573075890742,40.896013701913034,13.294040371676429,1.2182764243892956,73.12756618155134,Loamy,12.86504135475946,48.45600540108217,5,Soybean,3.7630268275683325,Fruiting,4.3
33.888778463576216,60.952169701569915,12.513995422743099,4.575435866577903,48.62842994326853,Silty,22.060462502566182,12.94124877369271,3,Wheat,10.677678171920387,Fruiting,15.18
20.71995413729056,45.5694500406457,9.954954385436528,5.34346372533105,180.58064733055744,Loamy,26.603753278625696,29.937743187744474,2,Rice,10.270715767817352,Seedling,13.1
16.924497745719826,33.40972510724676,7.147000560986867,2.523072078101142,193.98496892764405,Peaty,10.02875697544168,16.446420865072987,4,Wheat,6.114758081070126,Seedling,6.58
22.2437863228442,41.030456159146084,14.027862611060137,1.396435025462948,71.53255101964177,Peaty,20.185066624351293,42.43573461676819,1,Wheat,3.2398440183714454,Vegetative,3.92
19.03053218135011,22.859871557269173,12.54582504344806,2.70212934788262,22.462145814460044,Silty,7.539326397039407,11.245770720438522,3,Wheat,10.885691548545612,Fruiting,13.61
38.242441308564324,76.35388971819893,7.740069647178051,7.1119248565291695,44.50746542328625,Loamy,6.3204060807894855,28.20577028662216,4,Wheat,7.820590333643086,Fruiting,15.15
35.20300948911043,59.36933256686893,10.677163639587512,1.7401930952608575,134.1334691974379,Sandy,35.21717787565696,25.789640917050058,2,Wheat,11.771005219142475,Seedling,12.09
30.835093912760584,27.539445312362048,8.720484306605426,5.995333275012944,34.58667399166615,Sandy,28.04169768729634,13.687239600031674,1,Cotton,4.821907145968093,Vegetative,10.47
36.786514754692945,33.7355194502793,9.025162456629836,2.3177078911735,156.02445461219762,Silty,32.338282489756864,25.068758010466254,3,Wheat,2.3739795369741206,Seedling,2.98
35.09180192247786,28.202763049011523,5.2991530068433335,2.761202562223774,184.6060479749427,Peaty,11.365709924399567,42.361219921025864,5,Rice,11.823143044015396,Fruiting,12.83
19.664251472150895,69.00742466207012,7.200226767061003,4.537700949400288,192.73030301576944,Silty,16.275518912703156,15.498986134972142,4,Maize,5.530226012641693,Vegetative,8.14
37.313974962249446,27.536829088999504,1.632760746451291,1.9074280244835822,1.865101194978136,Loamy,20.53269561242395,49.34023025208133,3,Wheat,6.4820355257564115,Seedling,7.99
28.48355604789127,80.34258664281728,5.681556029136591,2.5588315250399156,191.63083299088333,Sandy,28.031202067075505,12.338173805208612,5,Soybean,2.8711533835079486,Fruiting,3.58
35.18600387910156,21.640873545631294,10.589513472751204,4.140571703062188,148.03888382592353,Peaty,23.71953187168599,21.56411092629351,2,Rice,7.9302957105384735,Flowering,11.12
37.40228249808733,39.95006303967137,14.321632442339702,3.967021049485302,16.810046452760453,Loamy,24.301003676548504,40.995964567909226,2,Cotton,4.6008889426266135,Flowering,9.16
22.950086874296595,91.25333407135257,14.464429635063794,7.743443371081587,83.04809375574528,Sandy,10.492999707283586,24.3008513137797,5,Maize,8.813045913304116,Flowering,17.11
17.75129811319192,77.48250544977968,8.55798160231093,1.6730407461378194,140.0090949159018,Sandy,21.617545558908983,29.21413957618349,3,Maize,9.600520178825299,Fruiting,9.9
20.698379063548543,25.83746663405502,9.29602265123894,8.74405662099709,191.33709853220986,Clay,33.83294008225456,17.46634045721008,4,Maize,4.877130272391568,Vegetative,11.71
25.677694715656408,85.69008835881438,3.1929571897640288,8.346089536655093,32.82827872227851,Peaty,22.831129833472165,38.619835286251075,2,Soybean,6.414885585530504,Fruiting,15.23
35.45036914806233,59.442809723216385,10.581967567356195,7.893924757227445,25.546656385390797,Silty,11.99096331496138,17.18166451641927,2,Wheat,5.450139702351285,Fruiting,13.85
36.51826458140859,87.74264217350634,1.5245524937786006,3.7843512621681925,94.4694106523757,Clay,19.468901641845534,43.949243883381484,3,Cotton,11.790584723249138,Vegetative,14.63
15.173803263279767,68.05918195603147,4.627942444091945,8.405936069867089,193.61977874769784,Sandy,31.41830222214141,31.57998181184172,2,Cotton,10.481783425185776,Fruiting,17.6
27.768682564439143,74.5466425626287,10.191268535638912,2.645218722603527,194.2758430516021,Peaty,9.72473468454641,31.926273159024475,1,Cotton,6.213484694258764,Fruiting,6.99
25.435275078719474,99.48012483165665,4.999496907380594,2.119682852695254,45.58294821058186,Peaty,25.316218476973738,47.340463689682394,5,Wheat,7.136954667796073,Flowering,9.13
20.552695261768257,38.58684367392145,1.2227796746595876,1.4046070014053862,63.869429594291475,Clay,38.78601513885797,40.919983250182646,4,Cotton,11.840229931591656,Flowering,12.76
17.99663418334207,69.91564598091107,12.562120935588975,9.453793267050184,181.6063971289309,Loamy,18.310566842640746,39.725579458716965,3,Cotton,4.720742535430778,Seedling,10.83
23.4403792850907,56.82571120459187,4.999785103451164,3.772098079347463,146.96829817041282,Loamy,6.527443510778701,44.321606648437175,1,Maize,10.852365541467135,Vegetative,13.15
38.572742597812976,23.156156233815317,1.4150257604508372,9.258560921601154,194.46328573152365,Silty,27.158640140690753,13.67269135220428,2,Wheat,11.415771176705796,Vegetative,18.73
23.080073300518883,21.157651320229203,1.5844283852915453,3.453522053673967,178.62967260311086,Peaty,6.648623036866808,39.04177451788567,2,Rice,6.599785384346849,Vegetative,8.27
27.969765543584153,29.538286225428692,4.1505025824369275,9.168093634027146,43.01921006274867,Clay,11.706198252525866,19.328316524099076,1,Rice,4.476065925124984,Fruiting,14.09
32.57547397237944,71.92733924308385,3.0812312347121305,9.135361475614795,151.94537188253668,Sandy,6.693904665344067,21.237853629150894,2,Rice,3.552998741763,Seedling,9.65
24.09074005948235,65.37304703307137,11.727351707812188,9.313084405096415,9.713046312023321,Loamy,10.972771449238762,10.605845489257696,5,Soybean,2.727920793308079,Vegetative,11.94
39.29455206802402,64.2743648930982,5.164418676671999,5.465380953557744,163.5665557482948,Clay,34.92262760804941,45.74884252982318,2,Maize,3.81662298900376,Fruiting,8.03
39.06118237355278,22.548541002260805,12.168088883077571,8.793516581190028,120.31135248892161,Silty,30.71979611900422,39.56451728432069,4,Cotton,5.366973184502297,Vegetative,12.96
21.294557395634104,57.54423970880056,3.0207669684357157,9.556893065505882,191.22019252729234,Silty,16.96484235831027,15.571485245420531,5,Maize,9.73487637379796,Fruiting,18.14
27.431212647309636,93.96982542740228,7.646748103389215,3.9215524770746155,192.0064910938157,Peaty,36.39982375416749,23.116928132631152,3,Wheat,5.883624038086416,Flowering,8.29
22.521957745419243,51.80734954485173,10.476538436520368,4.769869651142995,10.163021804871054,Silty,28.281377550712012,29.197314682546697,5,Wheat,5.633212200837379,Flowering,11.24
22.12101235943669,69.99379758307651,9.953867381054895,7.4731616860216965,32.10429711115357,Silty,20.67113084904793,29.756431289707606,3,Maize,10.44458582200907,Fruiting,18.31
15.92217368386332,82.38549404985149,9.216376443988898,3.703238395509708,96.84140946373832,Loamy,7.391650843185911,33.82615762974545,3,Wheat,7.945227642882237,Vegetative,10.68
30.23910834949742,82.714022331351,13.909913228001962,7.784283780213931,175.89870498922983,Loamy,30.57524789783867,28.887348389141522,5,Maize,6.601457669373605,Flowering,13.83
27.56697558072154,61.542406591621706,3.8136146417477934,1.6650293069218054,162.88902845921126,Silty,18.143414393873375,35.94581262674984,4,Maize,8.295354051494634,Seedling,8.32
16.286968781249733,88.6361556321869,7.658928464700528,5.71148545859688,192.87400527035575,Peaty,15.599015148559447,45.35483183917738,2,Maize,7.602645909832331,Flowering,12.14
21.966161605915286,51.31024746909976,13.317891976049927,2.100821356753707,123.61682342226817,Loamy,15.089555468455242,25.922902208826002,5,Rice,6.444147165223239,Fruiting,7.4
37.70664714916634,91.09545718278386,1.629459601129777,3.639911287930088,51.31270391232412,Loamy,5.2698229080549535,45.06843677563434,3,Cotton,5.996260049571863,Vegetative,9.12
20.989047266674312,39.218173311643625,1.310379889669591,3.327628532378248,5.021327901035466,Silty,30.992582098061114,18.784408640079132,5,Wheat,10.849830264813658,Vegetative,14.13
18.622371802280576,42.41731255924569,3.8828831695952255,8.550388662063995,44.585298144109785,Peaty,10.085861795604742,14.855253002490825,3,Cotton,3.843870443937713,Flowering,13.57
27.236319006939077,24.24964993592009,9.678807683301269,2.741655298655777,135.05463959072492,Silty,23.222569360249004,19.576051864462404,3,Cotton,3.577727451957357,Flowering,5.25
39.641261352765014,83.64654692338263,4.2682545835222,8.27603128143207,185.25496466860264,Sandy,5.562849070147787,18.263706201132678,1,Maize,10.007476486177707,Flowering,17.72
21.05138178778751,53.36441889861645,3.258478315227585,8.145643113171298,64.18073346165296,Sandy,26.975915077385793,49.403163337982946,4,Cotton,3.20590032191511,Flowering,12.21
31.803388685146963,38.32932911291192,7.152633572695235,5.489947500015069,175.14086605785909,Peaty,17.93223220606655,25.242149057796137,4,Maize,11.698059903363518,Vegetative,15.44
34.04049038321794,38.54322220932637,9.397171997156466,3.1045893003651663,78.9796496682313,Sandy,27.076160797782734,36.05893075738737,3,Wheat,4.789785685631758,Flowering,7.57
20.940938599809993,92.11199529833866,4.104086751742736,3.0420670596060044,61.654249873710064,Peaty,8.14632314556404,37.84210611953611,3,Soybean,10.532751659112908,Vegetative,12.96
33.205408715296485,86.71332803688296,4.86002220749426,5.18432182404263,101.76884856116362,Sandy,14.321684609234445,27.808344909251108,2,Cotton,8.471559617952888,Vegetative,12.64
