temperature,humidity,wind_speed,evapotranspiration,rainfall_pattern,soil_type,soil_moisture_levels,water_retention_capacity,drainage_properties,crop_type,crop_water_requirement,growth_stage,water_requirement
29.810364221551065,72.3120917095406,3.673102825021543,3.883161473862648,high,peaty,36.62149943160699,30.812590698560044,good,soybean,6.726000387869529,fruiting,9.17
16.161260317999943,73.77873198404842,2.0583353575458783,2.5759969236447184,moderate,silty,13.316127324589171,14.588312275257929,good,soybean,3.6369902582313967,fruiting,5.63
30.18862129753596,20.427131357575085,11.88895294735747,6.68476170932512,moderate,clay,29.41634390277022,18.92293100957567,good,rice,5.277706054136758,seedling,9.9
19.263103092182288,98.78972528908815,2.131220388301338,1.8140830029131536,high,clay,20.776648058294697,37.45700821803103,good,rice,5.405999456733983,fruiting,5.55
16.62628982463199,90.22660828606516,11.001309440949123,9.742174075774496,low,loamy,9.547048614095509,43.14350216058373,good,soybean,6.051812751615694,seedling,13.71
38.722138431333335,91.60849805840736,6.092051001753198,6.691575379709232,moderate,silty,16.066393565968212,35.85825398663545,poor,soybean,5.1904158518195205,flowering,11.79
39.14080082686398,72.73956296406976,1.5639866512847516,9.873059688295802,moderate,silty,7.004696205646016,43.4768351791425,moderate,soybean,8.747294497066662,flowering,19.21
35.20993370291153,47.58295429236292,12.284585716757991,4.050040811307724,moderate,sandy,16.17664911483164,34.22629868696791,poor,soybean,11.942128958892589,seedling,14.5
22.61534422933427,91.49189192723848,8.904643268430894,9.74084645071358,high,clay,7.4154776546769074,42.40832835741531,poor,wheat,9.062256705832755,flowering,18.76
17.441802850159597,43.32135425209539,3.918541936521809,2.310060229557612,high,peaty,37.39057695642294,49.315472037477846,good,rice,11.589020776225055,fruiting,12.06
32.10582566280392,65.01692346737623,13.472877027823683,1.366252951123256,moderate,sandy,8.561108483790797,13.312989365517648,poor,soybean,9.38291106435463,flowering,9.91
26.003812343490036,27.97847778751059,1.156245551122996,1.296856544091423,moderate,silty,33.606947616225455,29.185985205188395,poor,soybean,7.866407726263294,fruiting,8.29
18.05095587111947,93.75645041062002,3.4263843188675622,5.183833335393044,moderate,sandy,36.71442436293296,17.595706654108902,moderate,rice,9.056609281309653,fruiting,13.65
27.37942275278176,31.261636621697065,11.404680453184984,1.7470377773073529,moderate,clay,21.368469529819144,28.609141904584806,moderate,cotton,10.167320622938712,flowering,10.53
15.85971302788046,37.99174445843258,10.785979989493391,5.609510957508416,moderate,silty,6.887417560054312,29.9834697932742,good,soybean,10.33660056255962,vegetative,14.61
37.73301005196955,64.6507326502572,4.694439559004931,3.947504531580104,low,clay,25.852498919901915,34.87685104823004,poor,maize,3.2822875932043862,flowering,7.48
21.469499540000424,81.12744001703852,1.3993606926153552,4.02066093226704,low,sandy,13.216893431475704,27.57191947932766,moderate,wheat,8.254930411123174,fruiting,12.54
31.56305710884955,69.54810447490391,12.942132047261683,6.720480968906528,high,loamy,11.18304412851863,22.98849711048805,moderate,cotton,3.599579265056688,flowering,9.39
22.792776902235275,38.57071302401249,5.048615752013587,2.4678820553645817,moderate,peaty,24.836736144773976,11.726731815698235,poor,cotton,9.300271200070476,seedling,10.86
28.00170052944527,20.075443402199227,3.3378445164598456,7.89898033305758,moderate,peaty,17.47338381932464,11.391741348119172,moderate,rice,2.055311091227665,flowering,10.0
28.66775698358199,80.57204642459513,7.982896424234168,6.238278278007713,high,loamy,30.56325018962687,17.00033407183925,good,wheat,8.412762686450488,flowering,13.91
19.621361388138176,98.8165860728875,13.698294389595484,9.2345016596276,moderate,loamy,25.69378693650679,27.95945638886772,moderate,maize,2.48947394037584,flowering,12.85
39.239615694113965,84.79304962448724,1.1314253787289426,4.283565883907711,moderate,loamy,34.02694458024882,26.70064145031857,good,wheat,11.01088108523328,flowering,14.63
34.37832058402786,56.81652945252922,11.604159276447872,9.84443492860413,low,clay,7.043505228450652,17.627819758892066,good,cotton,9.441201351873914,vegetative,19.07
38.48747353910473,92.30138091192852,8.80086180511128,6.182448820426209,high,silty,13.22216656538072,42.89358287118769,poor,cotton,11.208106225995964,flowering,16.3
37.37068376069122,52.787813849468,6.669012190001346,9.760617605687804,low,loamy,24.844638940903277,37.33972846647278,poor,wheat,6.850524034607465,fruiting,17.46
29.94749947027713,61.9947267394774,11.28916643952337,1.2435458864240378,moderate,clay,35.81498813559128,23.726599263364463,poor,rice,2.028068734399247,seedling,2.32
38.04685587557792,58.17038139165466,14.504454154403668,7.551786901711492,moderate,sandy,33.47010854846261,41.878702080438615,good,rice,11.343814026607424,fruiting,18.47
17.212312551297988,55.809909813242,3.82349006185902,8.349593718634626,high,sandy,28.783596862746997,49.56983622165986,poor,cotton,4.685242267426075,vegetative,11.45
19.89957156047863,82.01526154351245,2.5828867935457342,1.4785595800883882,low,loamy,25.092521238109654,19.80169695113227,poor,maize,5.345417015330955,vegetative,6.58
16.13068222276345,62.14151258155936,13.736785305729107,6.210726976146211,moderate,sandy,27.101073295085637,24.503596233482167,poor,cotton,7.533799896213731,flowering,13.93
23.133258269081608,45.33736976201729,10.199819623130905,8.217480642305034,moderate,loamy,12.47627132405444,49.71593008448846,moderate,wheat,4.170372271284858,fruiting,12.55
24.71693224223705,40.65265341267826,6.850797312648506,6.049348527007655,moderate,sandy,25.83176156317226,15.515302852217092,good,soybean,11.598498281629768,seedling,15.94
21.7837257943474,23.01978535739467,8.812263768832105,1.5743223136491995,high,sandy,22.281655624747685,13.087510533046869,poor,soybean,3.2965816428164945,vegetative,3.31
35.71843772879824,66.65561295064367,11.311401625055538,7.2410251680848035,low,silty,18.455206836280063,30.83964641231669,moderate,maize,5.34031969069029,fruiting,13.29
23.91883316733973,38.39691323208274,11.7089625312329,1.5453722320597776,moderate,silty,36.07056809811619,28.7371641127053,good,maize,11.618687438713993,fruiting,11.67
22.02336274218452,31.850713761310647,13.838465621874986,8.357220055147947,high,sandy,34.029550366147824,13.131549879165402,poor,maize,11.913700477754633,fruiting,19.32
28.567402078956214,72.3063971062142,6.689220438986529,1.3873076497602497,high,silty,7.685748091296139,21.601440920851264,good,rice,8.415585613710299,flowering,7.92
18.523105624369062,74.4967406257239,4.754458195281227,2.236576429093337,moderate,loamy,39.500530455170896,26.75746653017894,good,cotton,9.846384920218616,flowering,11.03
35.054924518851,80.17239138061328,9.775131868452709,3.4759683147094167,moderate,peaty,13.049447104040883,42.88838486254546,moderate,wheat,7.768960294501494,flowering,11.14
16.863766091994272,60.28615170708732,6.528054539553191,6.7002831303472,moderate,loamy,12.536878556966602,38.31369416615672,good,cotton,6.642467604655232,seedling,11.32
39.672173415012935,91.52436841631092,9.12167758226018,9.787231896681751,high,silty,38.03356862108534,46.58106553838091,moderate,wheat,5.455595578709119,vegetative,13.3
34.306119232416435,94.90742027185824,6.589794077611278,2.06040567357941,high,clay,20.568084978903396,23.29999747872211,poor,soybean,4.352941294103621,vegetative,4.65
19.96789203835431,84.58967518339915,2.71843890683353,2.284369022925266,moderate,sandy,33.18776462577965,22.375136900020017,moderate,cotton,4.660492041228144,flowering,6.29
15.13805292809006,70.84747856065498,7.306687899054897,4.319833570308823,high,silty,15.087079765837338,28.527268031111475,poor,wheat,6.871814397142642,flowering,9.79
35.386535711370854,44.29767628729509,10.518308418144976,8.52597223979788,high,silty,35.560989061952895,10.30112547628494,moderate,wheat,11.432789978573108,fruiting,19.0
32.671433596190425,98.6355937296177,12.089615211180922,5.205078574757327,high,silty,34.130666788000795,18.29280352327759,moderate,soybean,10.700230154917126,vegetative,14.1
33.22517920102469,41.93089337535507,7.653231013549929,3.894495402302395,moderate,loamy,23.18175350658173,18.45884440864428,good,cotton,5.273549097345883,flowering,8.31
34.281758667148644,36.21255375923448,2.895949408050813,6.050834489879751,high,sandy,29.67695859484608,12.443601324378202,moderate,cotton,11.52089184904342,fruiting,16.29
16.85111629335226,55.37232910292662,6.512971789916758,3.3447087770117503,high,peaty,38.74098563529448,28.205227588947253,good,rice,3.5756688877360494,flowering,5.45
23.961643213606813,24.54724565699108,11.901261968204624,4.610439165227689,low,silty,20.8215903974612,46.22080821226981,moderate,cotton,7.431485927084097,seedling,10.97
17.896726488128245,98.27955717374326,6.486459423947556,3.993446343088377,high,clay,22.297170613459464,10.16121666137947,poor,soybean,8.894788000018455,vegetative,10.96
36.57758564688984,67.07468451331398,10.599696507261225,8.237269201731813,moderate,sandy,30.298131326083563,35.13658666849028,poor,wheat,11.418159923062996,seedling,17.47
30.58245317068895,64.55616733313403,7.854598384332302,9.318301537942007,moderate,peaty,18.52492962297441,45.17330871387294,poor,soybean,4.353529178359608,flowering,14.48
23.27245062131623,72.46370239197759,3.997735314086252,7.836149729412207,high,clay,38.6430403638251,14.300844104796408,moderate,soybean,5.079920800835127,flowering,12.58
16.588958757150593,59.76189182217653,12.044182366334578,4.951752184269852,moderate,peaty,6.415251946024446,46.69033132511541,poor,soybean,3.169751141561245,vegetative,6.79
22.77455804289156,22.565081367563327,1.721095084024962,5.539014797469974,high,peaty,19.118226352686268,42.74086573859054,good,cotton,5.362225435323087,seedling,8.36
23.12958305066868,68.98490310723174,8.110909099949684,2.125663245364921,moderate,sandy,29.98478734640568,18.582853796554804,poor,maize,10.376588549774889,fruiting,11.83
33.2401544584516,77.29391015651444,3.528919996529372,7.72178240021084,moderate,loamy,20.028321903754755,46.21374302376636,poor,soybean,6.15956024450964,fruiting,13.83
30.93893678388033,53.33992484992425,1.472451613849947,6.368281114555397,low,clay,14.073701325629091,42.16063144995367,moderate,wheat,11.88762139053996,flowering,19.45
37.18031856440817,80.58364576569544,7.792542087707108,9.121959965236927,moderate,silty,19.470895514522574,14.455563717418665,poor,rice,5.966473732143882,vegetative,14.16
26.80537312904873,38.16010394707365,7.743651261056392,2.8055002921763785,moderate,peaty,35.8530879161645,43.223977894212695,poor,cotton,9.177262500019491,fruiting,10.67
17.98985614845754,37.70212728529472,10.750063074297952,7.837535097393509,moderate,clay,24.14525383892688,31.68731754797511,poor,maize,5.997140898668004,flowering,14.68
32.83111968057487,32.91335901500592,11.29888504925262,7.162044955472707,moderate,sandy,16.72885674899166,42.638396340049866,poor,maize,4.383503373064815,fruiting,11.24
34.019626215422434,49.75958078313295,11.052976586047004,3.392609804287769,low,clay,28.5033044461682,34.70659987465605,moderate,soybean,3.782145976822124,seedling,6.15
29.031929939237408,87.76096283112668,6.4386016272929485,7.006407755867426,high,silty,26.414577132341904,25.674280339258296,poor,wheat,3.7373045361055706,seedling,8.11
34.27417949886403,86.23296497192514,9.659501914785157,9.319360425189846,low,silty,24.61563853876193,34.045618781299844,poor,rice,8.459752322865484,vegetative,17.66
27.344889909109767,50.6259366370803,8.865706018337423,9.26592388900407,moderate,sandy,18.69050447608134,35.447229626541954,poor,maize,2.735603214453154,vegetative,10.59
28.06832073454985,67.12949887841893,6.612645463695334,7.476639170645272,moderate,clay,7.527010766740224,40.648245903476585,moderate,cotton,8.384038906147957,flowering,16.45
25.68852545896374,77.66530531799324,9.1595840656969,1.432658012806541,low,loamy,26.72560232894071,43.22727034151036,poor,wheat,6.154482801425158,seedling,7.23
15.63547816860238,39.29654197024184,14.235094212240806,8.850379035881453,high,loamy,19.692606719384912,36.528426755121885,good,cotton,8.630431050517679,flowering,17.2
17.69728567483261,33.45128687157977,3.296959283379972,6.920007463040859,moderate,peaty,20.006743088890502,49.585928362720686,poor,soybean,2.221775345005406,seedling,6.98
15.785729642168356,97.76767945698488,13.633695388890132,3.7939082786446097,moderate,peaty,13.192815212048794,41.14203755388915,poor,rice,3.3766922184329324,fruiting,6.23
30.91026028159451,69.40458505676948,1.2751049527563765,2.6852532553512938,moderate,clay,13.729700014480953,46.4305999535501,good,cotton,10.725032837737048,fruiting,12.07
22.858899526908168,98.51325774669311,4.971643587074079,2.045834766975854,moderate,peaty,32.561145683347,22.77977333458599,good,rice,11.999119797687293,seedling,12.59
27.71426727911757,47.02047897057832,4.678106104867159,1.452132093319849,moderate,silty,21.77776784026481,22.64909728450359,good,cotton,10.421168389745349,flowering,10.41
37.68916184815232,76.24253599793052,9.582294064273134,7.786929231556808,high,sandy,8.825426822267627,24.493403048654724,poor,maize,3.2571039631944503,flowering,10.77
21.232305728721872,37.80829092329902,2.4027618007707097,3.122586990489478,moderate,peaty,6.604783771267827,27.588651573588763,good,maize,4.012228094560824,flowering,6.35
25.259573075890746,40.89601370191304,13.294040371676427,1.2182764243892956,moderate,loamy,12.86504135475946,48.45600540108217,good,soybean,3.763026827568333,fruiting,4.3
33.888778463576216,60.95216970156992,12.5139954227431,4.575435866577903,low,silty,22.060462502566185,12.94124877369271,moderate,wheat,10.677678171920387,fruiting,15.18
20.71995413729056,45.5694500406457,9.954954385436528,5.34346372533105,high,loamy,26.603753278625696,29.937743187744477,poor,rice,10.270715767817352,seedling,13.1
16.924497745719826,33.40972510724676,7.147000560986867,2.523072078101142,high,peaty,10.02875697544168,16.446420865072987,good,wheat,6.114758081070126,seedling,6.58
22.2437863228442,41.03045615914608,14.027862611060137,1.396435025462948,moderate,peaty,20.185066624351293,42.43573461676819,poor,wheat,3.239844018371445,vegetative,3.92
19.03053218135011,22.859871557269173,12.54582504344806,2.70212934788262,low,silty,7.539326397039407,11.245770720438522,moderate,wheat,10.885691548545612,fruiting,13.61
38.24244130856432,76.35388971819893,7.740069647178051,7.1119248565291695,low,loamy,6.3204060807894855,28.20577028662216,good,wheat,7.820590333643086,fruiting,15.15
35.20300948911043,59.36933256686893,10.677163639587512,1.7401930952608575,moderate,sandy,35.21717787565696,25.789640917050058,poor,wheat,11.771005219142475,seedling,12.09
30.835093912760584,27.539445312362048,8.720484306605426,5.995333275012944,low,sandy,28.04169768729634,13.687239600031674,poor,cotton,4.821907145968093,vegetative,10.47
36.78651475469295,33.7355194502793,9.025162456629836,2.3177078911735,high,silty,32.338282489756864,25.06875801046625,moderate,wheat,2.373979536974121,seedling,2.98
35.09180192247786,28.202763049011523,5.2991530068433335,2.761202562223774,high,peaty,11.365709924399567,42.36121992102586,good,rice,11.823143044015396,fruiting,12.83
19.66425147215089,69.00742466207012,7.200226767061003,4.537700949400288,high,silty,16.275518912703156,15.498986134972142,good,maize,5.530226012641693,vegetative,8.14
37.313974962249446,27.536829088999504,1.632760746451291,1.9074280244835824,low,loamy,20.53269561242395,49.34023025208133,moderate,wheat,6.482035525756412,seedling,7.99
28.48355604789127,80.34258664281728,5.681556029136591,2.558831525039916,high,sandy,28.031202067075505,12.338173805208612,good,soybean,2.871153383507949,fruiting,3.58
35.18600387910156,21.64087354563129,10.589513472751204,4.140571703062188,moderate,peaty,23.71953187168599,21.56411092629351,poor,rice,7.9302957105384735,flowering,11.12
37.40228249808733,39.95006303967137,14.321632442339702,3.967021049485302,low,loamy,24.301003676548504,40.995964567909226,poor,cotton,4.6008889426266135,flowering,9.16
22.950086874296595,91.25333407135255,14.464429635063794,7.743443371081587,moderate,sandy,10.492999707283586,24.3008513137797,good,maize,8.813045913304116,flowering,17.11
17.75129811319192,77.48250544977968,8.55798160231093,1.6730407461378194,moderate,sandy,21.617545558908983,29.21413957618349,moderate,maize,9.6005201788253,fruiting,9.9
20.698379063548543,25.83746663405502,9.29602265123894,8.74405662099709,high,clay,33.83294008225456,17.46634045721008,good,maize,4.877130272391568,vegetative,11.71
25.677694715656408,85.69008835881438,3.1929571897640288,8.346089536655093,low,peaty,22.831129833472165,38.61983528625108,poor,soybean,6.414885585530504,fruiting,15.23
35.45036914806233,59.44280972321639,10.581967567356196,7.893924757227445,low,silty,11.99096331496138,17.18166451641927,poor,wheat,5.450139702351285,fruiting,13.85
36.51826458140859,87.74264217350634,1.5245524937786006,3.784351262168193,moderate,clay,19.46890164184553,43.949243883381484,moderate,cotton,11.790584723249138,vegetative,14.63
15.173803263279767,68.05918195603147,4.627942444091945,8.405936069867089,high,sandy,31.41830222214141,31.57998181184172,poor,cotton,10.481783425185776,fruiting,17.6
27.768682564439143,74.5466425626287,10.191268535638912,2.645218722603527,high,peaty,9.72473468454641,31.926273159024475,poor,cotton,6.213484694258764,fruiting,6.99
25.435275078719474,99.48012483165664,4.999496907380594,2.119682852695254,low,peaty,25.316218476973734,47.3404636896824,good,wheat,7.136954667796073,flowering,9.13
20.552695261768257,38.58684367392145,1.2227796746595876,1.4046070014053862,moderate,clay,38.78601513885797,40.919983250182646,good,cotton,11.840229931591656,flowering,12.76
17.99663418334207,69.91564598091107,12.562120935588975,9.453793267050184,high,loamy,18.310566842640743,39.725579458716965,moderate,cotton,4.720742535430778,seedling,10.83
23.4403792850907,56.82571120459187,4.999785103451164,3.772098079347463,moderate,loamy,6.527443510778701,44.321606648437175,poor,maize,10.852365541467137,vegetative,13.15
38.572742597812976,23.15615623381532,1.4150257604508372,9.258560921601154,high,silty,27.158640140690757,13.67269135220428,poor,wheat,11.415771176705796,vegetative,18.73
23.080073300518883,21.157651320229203,1.5844283852915453,3.453522053673967,high,peaty,6.648623036866808,39.04177451788567,poor,rice,6.599785384346849,vegetative,8.27
27.969765543584156,29.53828622542869,4.150502582436928,9.168093634027146,low,clay,11.706198252525866,19.32831652409908,poor,rice,4.476065925124984,fruiting,14.09
32.57547397237944,71.92733924308385,3.0812312347121305,9.135361475614795,high,sandy,6.693904665344067,21.23785362915089,poor,rice,3.552998741763,seedling,9.65
24.09074005948235,65.37304703307137,11.727351707812188,9.313084405096417,low,loamy,10.972771449238762,10.605845489257696,good,soybean,2.727920793308079,vegetative,11.94
39.29455206802402,64.2743648930982,5.164418676671999,5.465380953557744,high,clay,34.92262760804941,45.74884252982318,poor,maize,3.81662298900376,fruiting,8.03
39.06118237355278,22.548541002260805,12.168088883077573,8.793516581190028,moderate,silty,30.71979611900422,39.56451728432069,good,cotton,5.366973184502297,vegetative,12.96
21.294557395634104,57.54423970880056,3.020766968435716,9.556893065505882,high,silty,16.96484235831027,15.571485245420533,good,maize,9.73487637379796,fruiting,18.14
27.43121264730964,93.96982542740228,7.646748103389215,3.921552477074616,high,peaty,36.39982375416749,23.116928132631152,moderate,wheat,5.883624038086416,flowering,8.29
22.521957745419243,51.80734954485173,10.476538436520368,4.769869651142995,low,silty,28.28137755071201,29.197314682546697,good,wheat,5.633212200837379,flowering,11.24
22.12101235943669,69.99379758307651,9.953867381054897,7.473161686021696,low,silty,20.67113084904793,29.756431289707606,moderate,maize,10.44458582200907,fruiting,18.31
15.92217368386332,82.38549404985149,9.216376443988898,3.703238395509708,moderate,loamy,7.391650843185911,33.82615762974545,moderate,wheat,7.945227642882237,vegetative,10.68
30.23910834949742,82.714022331351,13.909913228001962,7.784283780213931,high,loamy,30.57524789783867,28.88734838914152,good,maize,6.601457669373605,flowering,13.83
27.56697558072154,61.542406591621706,3.8136146417477934,1.6650293069218054,high,silty,18.14341439387337,35.94581262674984,good,maize,8.295354051494634,seedling,8.32
16.286968781249733,88.6361556321869,7.658928464700528,5.71148545859688,high,peaty,15.599015148559449,45.35483183917738,poor,maize,7.602645909832331,flowering,12.14
21.96616160591529,51.31024746909976,13.317891976049928,2.100821356753707,moderate,loamy,15.089555468455242,25.922902208826,good,rice,6.444147165223239,fruiting,7.4
37.70664714916634,91.09545718278386,1.629459601129777,3.639911287930088,moderate,loamy,5.2698229080549535,45.06843677563434,moderate,cotton,5.996260049571863,vegetative,9.12
20.989047266674312,39.218173311643625,1.310379889669591,3.327628532378248,low,silty,30.992582098061117,18.78440864007913,good,wheat,10.849830264813658,vegetative,14.13
18.622371802280576,42.41731255924569,3.8828831695952255,8.550388662063995,low,peaty,10.085861795604742,14.855253002490825,moderate,cotton,3.843870443937713,flowering,13.57
27.23631900693908,24.24964993592009,9.678807683301269,2.741655298655777,moderate,silty,23.222569360249004,19.576051864462404,moderate,cotton,3.577727451957357,flowering,5.25
39.64126135276501,83.64654692338263,4.2682545835222,8.27603128143207,high,sandy,5.562849070147787,18.26370620113268,poor,maize,10.007476486177708,flowering,17.72
21.05138178778751,53.36441889861645,3.258478315227585,8.145643113171298,moderate,sandy,26.975915077385796,49.40316333798295,good,cotton,3.20590032191511,flowering,12.21
31.803388685146963,38.32932911291192,7.152633572695235,5.489947500015069,high,peaty,17.93223220606655,25.242149057796137,good,maize,11.698059903363518,vegetative,15.44
34.04049038321794,38.54322220932637,9.397171997156466,3.1045893003651663,moderate,sandy,27.07616079778273,36.05893075738737,moderate,wheat,4.789785685631758,flowering,7.57
20.940938599809996,92.11199529833866,4.104086751742736,3.0420670596060044,moderate,peaty,8.14632314556404,37.84210611953611,moderate,soybean,10.532751659112908,vegetative,12.96
33.205408715296485,86.71332803688296,4.86002220749426,5.18432182404263,moderate,sandy,14.321684609234444,27.808344909251108,poor,cotton,8.471559617952888,vegetative,12.64
24.19457831798133,64.28247082857467,9.396609919766952,1.0792810665416468,moderate,clay,8.860737754051929,18.94286939152989,moderate,cotton,10.09127083843392,vegetative,10.29
30.807645764839485,69.28886403325768,14.213207118847064,5.782156791502295,high,loamy,27.61247722718776,27.5239205395486,moderate,cotton,5.997287033478123,fruiting,10.35
30.838242769022365,57.94604564402328,10.28375504785228,9.575015731903498,moderate,silty,8.79937235572337,28.950435452257555,good,maize,4.03156892195055,flowering,14.4
28.39436710186896,51.33332343030471,11.85211008197612,2.3923619367633684,moderate,peaty,26.598577403674547,48.160307596821966,moderate,rice,11.481174260493058,flowering,13.69
17.257244251360206,93.23815049746652,5.818746373954297,6.160110593280431,high,sandy,9.714166484399192,32.74494820144436,poor,maize,9.86833232363366,vegetative,14.34
35.88256238973095,30.04901628162417,4.447688211074758,9.656008197800112,high,clay,38.01741119541523,48.794904213642056,poor,maize,3.5004944326540857,fruiting,11.92
23.0195016242934,53.47574317729824,7.086882276438026,8.7446992554244,moderate,sandy,19.573323709166846,33.068505960984595,poor,maize,6.426521682523007,fruiting,14.62
19.662962759996358,47.564952639030025,12.203426016319268,8.653421047432062,moderate,clay,9.430652785162806,15.7999206243036,poor,wheat,5.304126610185372,flowering,15.09
16.0193785388691,59.85205762009187,7.11634480596306,8.396649373565701,low,silty,6.463365763890696,25.3750655290002,moderate,wheat,3.5465074303388384,flowering,13.05
29.772323579706047,56.610549963614005,12.777518427452986,3.7812124545056713,low,loamy,16.529789384831744,41.69253303749728,poor,soybean,7.924304849613527,flowering,12.32
31.93910904605706,61.51116253208652,14.837193720079345,9.01555148140131,low,loamy,36.19852484990148,26.864890715002304,poor,cotton,9.398388693453809,fruiting,19.15
15.414695723196404,31.19351817815953,1.5443866530898769,9.47206316109854,high,clay,10.033530667924744,13.989353793664714,good,soybean,4.335773756506965,fruiting,12.74
27.802326457482025,61.05132012106217,1.1584472632137035,5.462131809691354,low,sandy,32.67912236382591,13.843046423523113,moderate,rice,7.498574658121621,flowering,13.82
20.66239437994845,39.39350511097687,2.6690506922437462,4.191139425335129,moderate,loamy,19.608013999028973,19.482590242323813,moderate,wheat,4.008341841742757,fruiting,7.55
31.12931976023625,34.746507919055304,6.07336029814802,4.728061140452705,moderate,sandy,33.10247477585572,32.590871346216844,good,maize,8.60994771541528,fruiting,12.27
19.359160725124788,25.186737502895294,2.40011203260877,4.00785797648139,high,peaty,35.60019720970841,43.20619908398711,moderate,wheat,8.989494529389146,flowering,11.76
32.27344345256165,81.01220470049128,13.124634925471964,2.9117659782208607,low,sandy,39.9236145162572,31.34850995347736,good,wheat,7.024764633842577,seedling,9.08
